web-scraper-order,web-scraper-start-url,Name,Stab Attack,Slash Attack,Crush Attack,Magic Attack,Ranged Attack,Stab Defence,Slash Defence,Crush Defence,Magic Defence,Ranged Defence,Stength,Ranged Stength,Magic Damage,Prayer,Wiki Link,Wiki Link-href
"1536190690-2040","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Zamorak d'hide boots","0","0","0","-10","+7","+4","+4","+4","+4","+4","0","0","0","+1","Zamorak d'hide boots","http://oldschoolrunescape.wikia.com/wiki/Zamorak_d%27hide_boots"
"1536190690-1935","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Boots of darkness","0","0","0","+3","0","0","0","0","+3","0","0","0","0","0","Boots of darkness","http://oldschoolrunescape.wikia.com/wiki/Boots_of_darkness"
"1536190690-1997","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Pegasian boots","0","0","0","-12","+12","+5","+5","+5","+5","+5","0","0","0","0","Pegasian boots","http://oldschoolrunescape.wikia.com/wiki/Pegasian_boots"
"1536190690-1926","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Ancient d'hide boots","0","0","0","-10","+7","+4","+4","+4","+4","+4","0","0","0","+1","Ancient d'hide boots","http://oldschoolrunescape.wikia.com/wiki/Ancient_d%27hide_boots"
"1536190690-1941","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Citizen shoes","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Citizen shoes","http://oldschoolrunescape.wikia.com/wiki/Citizen_shoes"
"1536190690-2036","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Vyrewatch shoes","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Vyrewatch shoes","http://oldschoolrunescape.wikia.com/wiki/Vyrewatch_shoes"
"1536190690-2009","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Runner boots","0","0","0","+1","+1","+8","+8","+8","0","0","0","0","0","0","Runner boots","http://oldschoolrunescape.wikia.com/wiki/Runner_boots"
"1536190690-2028","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Steel boots","+0","0","0","-3","-1","+5","+6","+7","0","0","0","0","0","0","Steel boots","http://oldschoolrunescape.wikia.com/wiki/Steel_boots"
"1536190690-2015","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Shayzien boots (3)","0","0","0","-2","-1","+4","+5","+6","0","0","0","0","0","0","Shayzien boots (3)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_boots_(3)"
"1536190690-1954","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Farmer's boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Farmer's boots","http://oldschoolrunescape.wikia.com/wiki/Farmer%27s_boots"
"1536190690-2010","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Samurai boots","0","0","0","0","0","+11","+12","+13","+1","0","0","0","0","0","Samurai boots","http://oldschoolrunescape.wikia.com/wiki/Samurai_boots"
"1536190690-1996","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Mystic boots (light)","0","0","0","+3","0","0","0","0","+3","0","0","0","0","0","Mystic boots (light)","http://oldschoolrunescape.wikia.com/wiki/Mystic_boots_(light)"
"1536190690-2033","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Villager sandals (brown)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager sandals (brown)","http://oldschoolrunescape.wikia.com/wiki/Villager_sandals_(brown)"
"1536190690-1943","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Clue hunter boots","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Clue hunter boots","http://oldschoolrunescape.wikia.com/wiki/Clue_hunter_boots"
"1536190690-2039","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Yellow boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Yellow boots","http://oldschoolrunescape.wikia.com/wiki/Yellow_boots"
"1536190690-1982","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Infinity boots","0","0","0","5","0","0","0","0","5","0","0","0","0","0","Infinity boots","http://oldschoolrunescape.wikia.com/wiki/Infinity_boots"
"1536190690-1934","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Blue boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Blue boots","http://oldschoolrunescape.wikia.com/wiki/Blue_boots"
"1536190690-1927","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Angler boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Angler boots","http://oldschoolrunescape.wikia.com/wiki/Angler_boots"
"1536190690-1929","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Antisanta boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Antisanta boots","http://oldschoolrunescape.wikia.com/wiki/Antisanta_boots"
"1536190690-2023","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Snakeskin boots","+0","+0","+0","-10","+3","+1","+1","+2","+1","+0","+0","0","0","+0","Snakeskin boots","http://oldschoolrunescape.wikia.com/wiki/Snakeskin_boots"
"1536190690-1931","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Bandos boots","0","0","0","-5","-3","+17","+18","+19","+0","+15","0","0","0","+1","Bandos boots","http://oldschoolrunescape.wikia.com/wiki/Bandos_boots"
"1536190690-1939","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Bunny feet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bunny feet","http://oldschoolrunescape.wikia.com/wiki/Bunny_feet"
"1536190690-1994","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Mystic boots (blue)","0","0","0","+3","0","0","0","0","+3","0","0","0","0","0","Mystic boots (blue)","http://oldschoolrunescape.wikia.com/wiki/Mystic_boots_(blue)"
"1536190690-1985","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Leather boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Leather boots","http://oldschoolrunescape.wikia.com/wiki/Leather_boots"
"1536190690-1965","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Gilded boots","0","0","0","-3","-1","+12","+13","+14","0","0","+2","0","0","0","Gilded boots","http://oldschoolrunescape.wikia.com/wiki/Gilded_boots"
"1536190690-2021","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Skeleton boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Skeleton boots","http://oldschoolrunescape.wikia.com/wiki/Skeleton_boots"
"1536190690-1951","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Evil chicken feet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Evil chicken feet","http://oldschoolrunescape.wikia.com/wiki/Evil_chicken_feet"
"1536190690-2025","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Spiked boots","+0","+0","+0","+0","+0","+0","+2","+2","+0","+0","+2","0","0","0","Spiked boots","http://oldschoolrunescape.wikia.com/wiki/Spiked_boots"
"1536190690-1981","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Holy sandals","0","0","0","0","0","0","0","0","0","0","0","0","0","+3","Holy sandals","http://oldschoolrunescape.wikia.com/wiki/Holy_sandals"
"1536190690-2004","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Ranger boots","0","0","0","-10","+8","+2","+3","+4","+2","0","0","0","0","0","Ranger boots","http://oldschoolrunescape.wikia.com/wiki/Ranger_boots"
"1536190690-1932","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Bandos d'hide boots","0","0","0","-10","+7","+4","+4","+4","+4","+4","0","0","0","+1","Bandos d'hide boots","http://oldschoolrunescape.wikia.com/wiki/Bandos_d%27hide_boots"
"1536190690-1974","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Granite boots","0","0","0","-3","-1","+15","+16","+17","0","+8","+3","0","0","0","Granite boots","http://oldschoolrunescape.wikia.com/wiki/Granite_boots"
"1536190690-1967","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Graceful boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful boots","http://oldschoolrunescape.wikia.com/wiki/Graceful_boots"
"1536190690-1925","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Adamant boots","0","0","0","-3","-1","+10","+11","+12","0","0","+1","0","0","0","Adamant boots","http://oldschoolrunescape.wikia.com/wiki/Adamant_boots"
"1536190690-2012","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Saradomin d'hide boots","0","0","0","-10","+7","+4","+4","+4","+4","+4","0","0","0","+1","Saradomin d'hide boots","http://oldschoolrunescape.wikia.com/wiki/Saradomin_d%27hide_boots"
"1536190690-1945","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Cream boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Cream boots","http://oldschoolrunescape.wikia.com/wiki/Cream_boots"
"1536190690-1928","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Ankou socks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ankou socks","http://oldschoolrunescape.wikia.com/wiki/Ankou_socks"
"1536190690-1984","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Iron boots","0","0","0","-3","-1","+2","+3","+4","0","0","0","0","0","0","Iron boots","http://oldschoolrunescape.wikia.com/wiki/Iron_boots"
"1536190690-1936","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Boots of lightness","0","0","0","0","0","+1","+1","+1","0","0","0","0","0","0","Boots of lightness","http://oldschoolrunescape.wikia.com/wiki/Boots_of_lightness"
"1536190690-2027","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Splitbark boots","0","0","0","+2","-1","+3","+2","+4","+2","0","0","0","0","0","Splitbark boots","http://oldschoolrunescape.wikia.com/wiki/Splitbark_boots"
"1536190690-2022","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Slave boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Slave boots","http://oldschoolrunescape.wikia.com/wiki/Slave_boots"
"1536190690-1995","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Mystic boots (dark)","0","0","0","+3","0","0","0","0","+3","0","0","0","0","0","Mystic boots (dark)","http://oldschoolrunescape.wikia.com/wiki/Mystic_boots_(dark)"
"1536190690-2031","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Villager sandals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager sandals","http://oldschoolrunescape.wikia.com/wiki/Villager_sandals"
"1536190690-1957","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Fremennik boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Fremennik boots","http://oldschoolrunescape.wikia.com/wiki/Fremennik_boots"
"1536190690-1958","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Fremennik sea boots 1","0","0","0","-3","-1","+2","+3","+4","0","0","0","0","0","0","Fremennik sea boots 1","http://oldschoolrunescape.wikia.com/wiki/Fremennik_sea_boots_1"
"1536190690-1983","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Insulated boots","0","0","0","0","0","+1","+1","0","0","+1","0","0","0","0","Insulated boots","http://oldschoolrunescape.wikia.com/wiki/Insulated_boots"
"1536190690-2001","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Prospector boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Prospector boots","http://oldschoolrunescape.wikia.com/wiki/Prospector_boots"
"1536190690-2035","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Villager sandals (yellow)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager sandals (yellow)","http://oldschoolrunescape.wikia.com/wiki/Villager_sandals_(yellow)"
"1536190690-1987","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Lumberjack boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lumberjack boots","http://oldschoolrunescape.wikia.com/wiki/Lumberjack_boots"
"1536190690-2020","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Skeletal boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Skeletal boots","http://oldschoolrunescape.wikia.com/wiki/Skeletal_boots"
"1536190690-2018","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Shoes (Spirits of the Elid)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Shoes (Spirits of the Elid)","http://oldschoolrunescape.wikia.com/wiki/Shoes_(Spirits_of_the_Elid)"
"1536190690-2008","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Rune boots","0","0","0","-3","-1","+12","+13","+14","0","0","+2","0","0","0","Rune boots","http://oldschoolrunescape.wikia.com/wiki/Rune_boots"
"1536190690-1938","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Builder's boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Builder's boots","http://oldschoolrunescape.wikia.com/wiki/Builder%27s_boots"
"1536190690-1972","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Graceful boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful boots","http://oldschoolrunescape.wikia.com/wiki/Graceful_boots"
"1536190690-1963","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Gardening boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gardening boots","http://oldschoolrunescape.wikia.com/wiki/Gardening_boots"
"1536190690-2032","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Villager sandals (blue)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager sandals (blue)","http://oldschoolrunescape.wikia.com/wiki/Villager_sandals_(blue)"
"1536190690-2038","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Wizard boots","0","0","0","+4","0","0","0","0","+4","0","0","0","0","0","Wizard boots","http://oldschoolrunescape.wikia.com/wiki/Wizard_boots"
"1536190690-1990","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Mithril boots","0","0","0","-3","-1","+8","+9","+10","0","0","0","0","0","0","Mithril boots","http://oldschoolrunescape.wikia.com/wiki/Mithril_boots"
"1536190690-2013","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Shayzien boots (1)","0","0","0","-2","-1","+1","+2","+3","0","0","0","0","0","0","Shayzien boots (1)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_boots_(1)"
"1536190690-1940","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Chicken feet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chicken feet","http://oldschoolrunescape.wikia.com/wiki/Chicken_feet"
"1536190690-1991","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Moonclan boots","0","0","0","+2","-5","+2","+2","+2","+2","-5","0","0","0","0","Moonclan boots","http://oldschoolrunescape.wikia.com/wiki/Moonclan_boots"
"1536190690-1989","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Mime boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mime boots","http://oldschoolrunescape.wikia.com/wiki/Mime_boots"
"1536190690-1960","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Fremennik sea boots 3","0","0","0","-3","-1","+7","+8","+9","0","0","0","0","0","0","Fremennik sea boots 3","http://oldschoolrunescape.wikia.com/wiki/Fremennik_sea_boots_3"
"1536190690-1998","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Pink boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Pink boots","http://oldschoolrunescape.wikia.com/wiki/Pink_boots"
"1536190690-1956","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Flippers","-2","-2","-2","0","0","0","1","1","0","0","0","0","0","0","Flippers","http://oldschoolrunescape.wikia.com/wiki/Flippers"
"1536190690-1966","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Graceful boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful boots","http://oldschoolrunescape.wikia.com/wiki/Graceful_boots"
"1536190690-2037","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","White boots","0","0","0","-3","-1","+7","+8","+9","0","0","0","0","0","+1","White boots","http://oldschoolrunescape.wikia.com/wiki/White_boots"
"1536190690-2005","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Red boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Red boots","http://oldschoolrunescape.wikia.com/wiki/Red_boots"
"1536190690-1961","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Fremennik sea boots 4","0","0","0","+1","+1","+10","+11","+12","0","0","+1","0","0","0","Fremennik sea boots 4","http://oldschoolrunescape.wikia.com/wiki/Fremennik_sea_boots_4"
"1536190690-2034","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Villager sandals (pink)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager sandals (pink)","http://oldschoolrunescape.wikia.com/wiki/Villager_sandals_(pink)"
"1536190690-1942","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Climbing boots","+0","+0","+0","+0","+0","+0","+2","+2","+0","+0","+2","0","0","0","Climbing boots","http://oldschoolrunescape.wikia.com/wiki/Climbing_boots"
"1536190690-1955","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Fighting boots","0","0","0","-3","-1","+1","+2","+3","0","0","0","0","0","0","Fighting boots","http://oldschoolrunescape.wikia.com/wiki/Fighting_boots"
"1536190690-1992","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Mourner boots","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Mourner boots","http://oldschoolrunescape.wikia.com/wiki/Mourner_boots"
"1536190690-2006","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Rock-shell boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Rock-shell boots","http://oldschoolrunescape.wikia.com/wiki/Rock-shell_boots"
"1536190690-1962","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Frog-leather boots","0","0","0","-8","+2","+1","+1","+1","0","+1","0","0","0","0","Frog-leather boots","http://oldschoolrunescape.wikia.com/wiki/Frog-leather_boots"
"1536190690-1988","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Lunar boots","+0","+0","+0","+2","-1","+1","+2","+2","+2","+0","0","0","0","0","Lunar boots","http://oldschoolrunescape.wikia.com/wiki/Lunar_boots"
"1536190690-2026","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Spined boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Spined boots","http://oldschoolrunescape.wikia.com/wiki/Spined_boots"
"1536190690-2029","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Teal boots","0","0","0","0","0","0","+1","+1","0","0","0","0","0","0","Teal boots","http://oldschoolrunescape.wikia.com/wiki/Teal_boots"
"1536190690-2007","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Rogue boots","0","0","0","0","0","+2","+2","+2","+2","+2","0","0","0","0","Rogue boots","http://oldschoolrunescape.wikia.com/wiki/Rogue_boots"
"1536190690-1952","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Fancy boots","0","0","0","-3","-1","+1","+2","+3","0","0","0","0","0","0","Fancy boots","http://oldschoolrunescape.wikia.com/wiki/Fancy_boots"
"1536190690-1959","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Fremennik sea boots 2","+0","+0","+0","-3","-1","+5","+6","+7","+0","+0","+0","0","0","+0","Fremennik sea boots 2","http://oldschoolrunescape.wikia.com/wiki/Fremennik_sea_boots_2"
"1536190690-1971","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Graceful boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful boots","http://oldschoolrunescape.wikia.com/wiki/Graceful_boots"
"1536190690-2019","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Silly jester boots","+0","+0","+0","+0","+0","+0","+0","+0","+5","-5","+0","0","0","+0","Silly jester boots","http://oldschoolrunescape.wikia.com/wiki/Silly_jester_boots"
"1536190690-1970","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Graceful boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful boots","http://oldschoolrunescape.wikia.com/wiki/Graceful_boots"
"1536190690-1950","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Eternal boots","0","0","0","+8","0","+5","+5","+5","+8","+5","0","0","0","0","Eternal boots","http://oldschoolrunescape.wikia.com/wiki/Eternal_boots"
"1536190690-1999","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Pirate boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pirate boots","http://oldschoolrunescape.wikia.com/wiki/Pirate_boots"
"1536190690-1946","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Dark tuxedo shoes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dark tuxedo shoes","http://oldschoolrunescape.wikia.com/wiki/Dark_tuxedo_shoes"
"1536190690-1969","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Graceful boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful boots","http://oldschoolrunescape.wikia.com/wiki/Graceful_boots"
"1536190690-1949","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Dragon boots (g)","0","0","0","-3","-1","+16","+17","+18","0","0","+4","0","0","0","Dragon boots (g)","http://oldschoolrunescape.wikia.com/wiki/Dragon_boots_(g)"
"1536190690-1968","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Graceful boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful boots","http://oldschoolrunescape.wikia.com/wiki/Graceful_boots"
"1536190690-2011","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Santa boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Santa boots","http://oldschoolrunescape.wikia.com/wiki/Santa_boots"
"1536190690-2016","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Shayzien boots (4)","0","0","0","-2","-1","+5","+6","+7","0","0","0","0","0","0","Shayzien boots (4)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_boots_(4)"
"1536190690-1948","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Dragon boots","0","0","0","-3","-1","+16","+17","+18","0","0","+4","0","0","0","Dragon boots","http://oldschoolrunescape.wikia.com/wiki/Dragon_boots"
"1536190690-1975","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Gravedigger boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gravedigger boots","http://oldschoolrunescape.wikia.com/wiki/Gravedigger_boots"
"1536190690-1933","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Black boots","0","0","0","-3","-1","+7","+8","+9","0","0","0","0","0","0","Black boots","http://oldschoolrunescape.wikia.com/wiki/Black_boots"
"1536190690-2003","http://oldschoolrunescape.wikia.com/wiki/Feet_slot_table","Pyromancer boots","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pyromancer boots","http://oldschoolrunescape.wikia.com/wiki/Pyromancer_boots"
