web-scraper-order,web-scraper-start-url,Name,Stab Attack,Slash Attack,Crush Attack,Magic Attack,Ranged Attack,Stab Defence,Slash Defence,Crush Defence,Magic Defence,Ranged Defence,Stength,Ranged Stength,Magic Damage,Prayer,Wiki Link,Wiki Link-href
"1536190620-1673","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Black platelegs","0","0","0","-21","-7","21","20","19","-4","20","0","0","0","0","Black platelegs","http://oldschoolrunescape.wikia.com/wiki/Black_platelegs"
"1536190620-1850","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Rogue trousers","0","0","0","0","0","+7","+7","+7","+7","+7","0","0","0","0","Rogue trousers","http://oldschoolrunescape.wikia.com/wiki/Rogue_trousers"
"1536190620-1696","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Bronze plateskirt (g)","0","0","0","-21","-7","+8","+7","+6","-4","+7","0","0","0","0","Bronze plateskirt (g)","http://oldschoolrunescape.wikia.com/wiki/Bronze_plateskirt_(g)"
"1536190620-1794","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Mithril platelegs","+0","+0","+0","-21","-7","+24","+22","+20","-4","+22","0","0","0","0","Mithril platelegs","http://oldschoolrunescape.wikia.com/wiki/Mithril_platelegs"
"1536190620-1710","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Dark trousers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dark trousers","http://oldschoolrunescape.wikia.com/wiki/Dark_trousers"
"1536190620-1740","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Gold elegant skirt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gold elegant skirt","http://oldschoolrunescape.wikia.com/wiki/Gold_elegant_skirt"
"1536190620-1734","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Ghostly robe (bottom)","0","0","0","+4","0","0","0","0","+4","0","0","0","0","0","Ghostly robe (bottom)","http://oldschoolrunescape.wikia.com/wiki/Ghostly_robe_(bottom)"
"1536190620-1728","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Evil chicken legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Evil chicken legs","http://oldschoolrunescape.wikia.com/wiki/Evil_chicken_legs"
"1536190620-1892","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Studded chaps (g)","0","0","0","-5","6","15","16","17","6","16","0","0","0","0","Studded chaps (g)","http://oldschoolrunescape.wikia.com/wiki/Studded_chaps_(g)"
"1536190620-1752","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Green d'hide chaps","0","0","0","-10","+8","+22","+16","+24","+8","+22","0","0","0","0","Green d'hide chaps","http://oldschoolrunescape.wikia.com/wiki/Green_d%27hide_chaps"
"1536190620-1655","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Antisanta pantaloons","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Antisanta pantaloons","http://oldschoolrunescape.wikia.com/wiki/Antisanta_pantaloons"
"1536190620-1719","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Dragon platelegs","0","0","0","-21","-7","+68","+66","+63","-4","+65","0","0","0","0","Dragon platelegs","http://oldschoolrunescape.wikia.com/wiki/Dragon_platelegs"
"1536190620-1924","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Zuriel's robe bottom","0","0","0","35","-10","63","45","74","35","0","0","0","0","0","Zuriel's robe bottom","http://oldschoolrunescape.wikia.com/wiki/Zuriel%27s_robe_bottom"
"1536190620-1919","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Zamorak monk bottom","0","0","0","2","0","0","0","0","3","0","0","0","0","3","Zamorak monk bottom","http://oldschoolrunescape.wikia.com/wiki/Zamorak_monk_bottom"
"1536190620-1805","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Morytania legs 2","0","0","0","-21","-7","+17","+16","+15","-4","+16","0","0","0","0","Morytania legs 2","http://oldschoolrunescape.wikia.com/wiki/Morytania_legs_2"
"1536190620-1869","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Shayzien greaves (5)","0","0","0","-20","-5","+23","+22","+21","-4","+23","0","0","0","0","Shayzien greaves (5)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_greaves_(5)"
"1536190620-1749","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Graceful legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful legs","http://oldschoolrunescape.wikia.com/wiki/Graceful_legs"
"1536190620-1821","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Pirate leggings (beige)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pirate leggings (beige)","http://oldschoolrunescape.wikia.com/wiki/Pirate_leggings_(beige)"
"1536190620-1920","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Zamorak platelegs","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","+1","Zamorak platelegs","http://oldschoolrunescape.wikia.com/wiki/Zamorak_platelegs"
"1536190620-1715","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Desert legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Desert legs","http://oldschoolrunescape.wikia.com/wiki/Desert_legs"
"1536190620-1793","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Mime legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mime legs","http://oldschoolrunescape.wikia.com/wiki/Mime_legs"
"1536190620-1825","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Plague trousers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Plague trousers","http://oldschoolrunescape.wikia.com/wiki/Plague_trousers"
"1536190620-1811","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Mystic robe bottom (blue)","0","0","0","+15","0","0","0","0","+15","0","0","0","0","0","Mystic robe bottom (blue)","http://oldschoolrunescape.wikia.com/wiki/Mystic_robe_bottom_(blue)"
"1536190620-1909","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","White decorative legs","0","0","0","-21","-7","+24","+22","+20","-4","+22","0","0","0","0","White decorative legs","http://oldschoolrunescape.wikia.com/wiki/White_decorative_legs"
"1536190620-1650","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Ancient plateskirt","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","1","Ancient plateskirt","http://oldschoolrunescape.wikia.com/wiki/Ancient_plateskirt"
"1536190620-1827","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Priest gown (bottom)","0","0","0","0","0","0","0","0","0","0","0","0","0","+3","Priest gown (bottom)","http://oldschoolrunescape.wikia.com/wiki/Priest_gown_(bottom)"
"1536190620-1829","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Princess skirt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Princess skirt","http://oldschoolrunescape.wikia.com/wiki/Princess_skirt"
"1536190620-1748","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Graceful legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful legs","http://oldschoolrunescape.wikia.com/wiki/Graceful_legs"
"1536190620-1712","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Decorative magic robe legs","0","0","0","0","0","+15","+15","+15","+15","+15","0","0","0","0","Decorative magic robe legs","http://oldschoolrunescape.wikia.com/wiki/Decorative_magic_robe_legs"
"1536190620-1905","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Villager robe (pink)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager robe (pink)","http://oldschoolrunescape.wikia.com/wiki/Villager_robe_(pink)"
"1536190620-1762","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Guthix chaps","+0","+0","+0","-10","+17","+31","+25","+33","+28","+31","+0","0","0","+1","Guthix chaps","http://oldschoolrunescape.wikia.com/wiki/Guthix_chaps"
"1536190620-1701","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Camo bottoms","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Camo bottoms","http://oldschoolrunescape.wikia.com/wiki/Camo_bottoms"
"1536190620-1777","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Jungle camo legs","0","0","0","0","-7","+11","+10","+10","0","+10","0","0","0","0","Jungle camo legs","http://oldschoolrunescape.wikia.com/wiki/Jungle_camo_legs"
"1536190620-1716","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Desert robe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Desert robe","http://oldschoolrunescape.wikia.com/wiki/Desert_robe"
"1536190620-1666","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Banshee robe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Banshee robe","http://oldschoolrunescape.wikia.com/wiki/Banshee_robe"
"1536190620-1906","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Villager robe (yellow)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager robe (yellow)","http://oldschoolrunescape.wikia.com/wiki/Villager_robe_(yellow)"
"1536190620-1668","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Black d'hide chaps (g)","+0","+0","+0","-10","+17","+31","+25","+33","+28","+31","+0","0","0","+0","Black d'hide chaps (g)","http://oldschoolrunescape.wikia.com/wiki/Black_d%27hide_chaps_(g)"
"1536190620-1885","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Steel platelegs","0","0","0","-21","-7","+17","+16","+15","-4","+16","0","0","0","0","Steel platelegs","http://oldschoolrunescape.wikia.com/wiki/Steel_platelegs"
"1536190620-1881","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Snow imp costume legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Snow imp costume legs","http://oldschoolrunescape.wikia.com/wiki/Snow_imp_costume_legs"
"1536190620-1646","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Ahrim's robeskirt","0","0","0","+22","-7","+33","+30","+36","+22","0","0","0","0","0","Ahrim's robeskirt","http://oldschoolrunescape.wikia.com/wiki/Ahrim%27s_robeskirt"
"1536190620-1848","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Robe of elidinis (bottom)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Robe of elidinis (bottom)","http://oldschoolrunescape.wikia.com/wiki/Robe_of_elidinis_(bottom)"
"1536190620-1708","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Cream robe bottoms","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Cream robe bottoms","http://oldschoolrunescape.wikia.com/wiki/Cream_robe_bottoms"
"1536190620-1876","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Skirt (blue)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Skirt (blue)","http://oldschoolrunescape.wikia.com/wiki/Skirt_(blue)"
"1536190620-1723","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Druid's robe","0","0","0","0","0","0","0","0","0","0","0","0","0","+4","Druid's robe","http://oldschoolrunescape.wikia.com/wiki/Druid%27s_robe"
"1536190620-1862","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Saradomin plateskirt","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","+1","Saradomin plateskirt","http://oldschoolrunescape.wikia.com/wiki/Saradomin_plateskirt"
"1536190620-1797","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Mithril plateskirt","0","0","0","-21","-7","+24","+22","+20","-4","+22","0","0","0","0","Mithril plateskirt","http://oldschoolrunescape.wikia.com/wiki/Mithril_plateskirt"
"1536190620-1722","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Dragon plateskirt (g)","0","0","0","-21","-7","+68","+66","+63","-4","+65","0","0","0","0","Dragon plateskirt (g)","http://oldschoolrunescape.wikia.com/wiki/Dragon_plateskirt_(g)"
"1536190620-1703","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Citizen trousers","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Citizen trousers","http://oldschoolrunescape.wikia.com/wiki/Citizen_trousers"
"1536190620-1804","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Morytania legs 1","0","0","0","-21","-7","+11","+10","+10","-4","+10","0","0","0","0","Morytania legs 1","http://oldschoolrunescape.wikia.com/wiki/Morytania_legs_1"
"1536190620-1879","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Slave robe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Slave robe","http://oldschoolrunescape.wikia.com/wiki/Slave_robe"
"1536190620-1682","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Blue d'hide chaps","0","0","0","-10","11","25","19","27","14","25","0","0","0","0","Blue d'hide chaps","http://oldschoolrunescape.wikia.com/wiki/Blue_d%27hide_chaps"
"1536190620-1736","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Gilded plateskirt","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","0","Gilded plateskirt","http://oldschoolrunescape.wikia.com/wiki/Gilded_plateskirt"
"1536190620-1824","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Pirate leggings (red)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pirate leggings (red)","http://oldschoolrunescape.wikia.com/wiki/Pirate_leggings_(red)"
"1536190620-1755","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Green elegant legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Green elegant legs","http://oldschoolrunescape.wikia.com/wiki/Green_elegant_legs"
"1536190620-1810","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Musketeer pants","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Musketeer pants","http://oldschoolrunescape.wikia.com/wiki/Musketeer_pants"
"1536190620-1894","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Teal robe bottoms","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Teal robe bottoms","http://oldschoolrunescape.wikia.com/wiki/Teal_robe_bottoms"
"1536190620-1764","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Guthix plateskirt","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","+1","Guthix plateskirt","http://oldschoolrunescape.wikia.com/wiki/Guthix_plateskirt"
"1536190620-1899","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Turquoise robe bottoms","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Turquoise robe bottoms","http://oldschoolrunescape.wikia.com/wiki/Turquoise_robe_bottoms"
"1536190620-1775","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Iron plateskirt (t)","0","0","0","-21","-7","+11","+10","+10","-4","+10","0","0","0","0","Iron plateskirt (t)","http://oldschoolrunescape.wikia.com/wiki/Iron_plateskirt_(t)"
"1536190620-1819","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Pink robe bottoms","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Pink robe bottoms","http://oldschoolrunescape.wikia.com/wiki/Pink_robe_bottoms"
"1536190620-1867","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Shayzien greaves (3)","0","0","0","-17","-4","+17","+16","+15","-3","+17","0","0","0","0","Shayzien greaves (3)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_greaves_(3)"
"1536190620-1843","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Red elegant legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Red elegant legs","http://oldschoolrunescape.wikia.com/wiki/Red_elegant_legs"
"1536190620-1663","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Bandos plateskirt","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","1","Bandos plateskirt","http://oldschoolrunescape.wikia.com/wiki/Bandos_plateskirt"
"1536190620-1795","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Mithril platelegs (g)","0","0","0","-21","-7","+24","+22","+20","-4","+22","0","0","0","0","Mithril platelegs (g)","http://oldschoolrunescape.wikia.com/wiki/Mithril_platelegs_(g)"
"1536190620-1667","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Black d'hide chaps","+0","+0","+0","-10","+17","+31","+25","+33","+28","+31","+0","0","0","+0","Black d'hide chaps","http://oldschoolrunescape.wikia.com/wiki/Black_d%27hide_chaps"
"1536190620-1910","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","White decorative skirt","0","0","0","-21","-7","+24","+22","+20","-4","+22","0","0","0","0","White decorative skirt","http://oldschoolrunescape.wikia.com/wiki/White_decorative_skirt"
"1536190620-1868","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Shayzien greaves (4)","0","0","0","-20","-5","+20","+19","+18","-4","+20","0","0","0","0","Shayzien greaves (4)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_greaves_(4)"
"1536190620-1738","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Gold decorative skirt","0","0","0","-21","-7","+33","+31","+29","-4","+31","0","0","0","0","Gold decorative skirt","http://oldschoolrunescape.wikia.com/wiki/Gold_decorative_skirt"
"1536190620-1679","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Black skirt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Black skirt","http://oldschoolrunescape.wikia.com/wiki/Black_skirt"
"1536190620-1652","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Angler waders","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Angler waders","http://oldschoolrunescape.wikia.com/wiki/Angler_waders"
"1536190620-1813","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Mystic robe bottom (light)","0","0","0","+15","0","0","0","0","+15","0","0","0","0","0","Mystic robe bottom (light)","http://oldschoolrunescape.wikia.com/wiki/Mystic_robe_bottom_(light)"
"1536190620-1818","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Pink elegant skirt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pink elegant skirt","http://oldschoolrunescape.wikia.com/wiki/Pink_elegant_skirt"
"1536190620-1865","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Shayzien greaves (1)","0","0","0","-10","-2","+10","+9","+8","-2","+10","0","0","0","0","Shayzien greaves (1)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_greaves_(1)"
"1536190620-1846","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Red robe bottoms","0","0","0","0","0","0","+2","+2","0","0","0","0","0","0","Red robe bottoms","http://oldschoolrunescape.wikia.com/wiki/Red_robe_bottoms"
"1536190620-1866","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Shayzien greaves (2)","0","0","0","-14","-3","+14","+13","+12","-3","+14","0","0","0","0","Shayzien greaves (2)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_greaves_(2)"
"1536190620-1671","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Black elegant legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Black elegant legs","http://oldschoolrunescape.wikia.com/wiki/Black_elegant_legs"
"1536190620-1778","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Justiciar leg guards (beta)","0","0","0","-31","-17","+95","+92","+93","-14","+102","0","0","0","+4","Justiciar leg guards (beta)","http://oldschoolrunescape.wikia.com/wiki/Justiciar_leg_guards_(beta)"
"1536190620-1828","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Prince leggings","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Prince leggings","http://oldschoolrunescape.wikia.com/wiki/Prince_leggings"
"1536190620-1756","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Green elegant skirt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Green elegant skirt","http://oldschoolrunescape.wikia.com/wiki/Green_elegant_skirt"
"1536190620-1888","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Steel plateskirt","0","0","0","-21","-7","+17","+16","+15","-4","+16","0","0","0","0","Steel plateskirt","http://oldschoolrunescape.wikia.com/wiki/Steel_plateskirt"
"1536190620-1837","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Pyromancer robe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pyromancer robe","http://oldschoolrunescape.wikia.com/wiki/Pyromancer_robe"
"1536190620-1873","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Silly jester tights","+0","+0","+0","+0","+0","+0","+0","+0","+5","-5","+0","0","0","+0","Silly jester tights","http://oldschoolrunescape.wikia.com/wiki/Silly_jester_tights"
"1536190620-1800","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Monk's robe","0","0","0","0","0","0","0","0","0","0","0","0","0","+5","Monk's robe","http://oldschoolrunescape.wikia.com/wiki/Monk%27s_robe"
"1536190620-1659","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Armadyl plateskirt","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","1","Armadyl plateskirt","http://oldschoolrunescape.wikia.com/wiki/Armadyl_plateskirt"
"1536190620-1806","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Morytania legs 3","0","0","0","-21","-7","+24","+22","+20","-4","+22","0","0","0","0","Morytania legs 3","http://oldschoolrunescape.wikia.com/wiki/Morytania_legs_3"
"1536190620-1684","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Blue d'hide chaps (t)","0","0","0","-10","+11","+25","+19","+27","+14","+25","0","0","0","0","Blue d'hide chaps (t)","http://oldschoolrunescape.wikia.com/wiki/Blue_d%27hide_chaps_(t)"
"1536190620-1769","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Initiate cuisse","0","0","0","-21","-7","+24","+22","+20","-4","+22","0","0","0","+5","Initiate cuisse","http://oldschoolrunescape.wikia.com/wiki/Initiate_cuisse"
"1536190620-1656","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Armadyl chainskirt","-6","-6","-6","-10","+20","+32","+26","+34","+40","+33","0","0","0","+1","Armadyl chainskirt","http://oldschoolrunescape.wikia.com/wiki/Armadyl_chainskirt"
"1536190620-1726","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Elite void robe","0","0","0","0","0","+30","+30","+30","+30","+30","0","0","0","+3","Elite void robe","http://oldschoolrunescape.wikia.com/wiki/Elite_void_robe"
"1536190620-1739","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Gold elegant legs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gold elegant legs","http://oldschoolrunescape.wikia.com/wiki/Gold_elegant_legs"
"1536190620-1880","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Snakeskin chaps","0","0","0","-5","+6","+8","+8","+10","+4","+10","0","0","0","0","Snakeskin chaps","http://oldschoolrunescape.wikia.com/wiki/Snakeskin_chaps"
"1536190620-1639","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","3rd age robe","0","0","0","+19","0","0","0","0","+19","0","0","0","0","0","3rd age robe","http://oldschoolrunescape.wikia.com/wiki/3rd_age_robe"
"1536190620-1857","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Rune plateskirt (t)","0","0","0","-21","-7","+51","+49","+47","-4","+49","0","0","0","0","Rune plateskirt (t)","http://oldschoolrunescape.wikia.com/wiki/Rune_plateskirt_(t)"
"1536190620-1670","http://oldschoolrunescape.wikia.com/wiki/Legs_slot_table","Black desert robe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Black desert robe","http://oldschoolrunescape.wikia.com/wiki/Black_desert_robe"
