web-scraper-order,web-scraper-start-url,Name,Stab Attack,Slash Attack,Crush Attack,Magic Attack,Ranged Attack,Stab Defence,Slash Defence,Crush Defence,Magic Defence,Ranged Defence,Stength,Ranged Stength,Magic Damage,Prayer,Wiki Link,Wiki Link-href
"1536190538-1524","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Guthix max cape","0","0","0","10","0","1","1","2","10","0","0","0","0","0","Guthix max cape","http://oldschoolrunescape.wikia.com/wiki/Guthix_max_cape"
"1536190538-1531","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Imbued guthix max cape","0","0","0","15","0","3","3","3","15","0","0","0","2","0","Imbued guthix max cape","http://oldschoolrunescape.wikia.com/wiki/Imbued_guthix_max_cape"
"1536190538-1605","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-40 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-40 cape","http://oldschoolrunescape.wikia.com/wiki/Team-40_cape"
"1536190538-1601","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-37 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-37 cape","http://oldschoolrunescape.wikia.com/wiki/Team-37_cape"
"1536190538-1631","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Xeric's sentinel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Xeric's sentinel","http://oldschoolrunescape.wikia.com/wiki/Xeric%27s_sentinel"
"1536190538-1603","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-39 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-39 cape","http://oldschoolrunescape.wikia.com/wiki/Team-39_cape"
"1536190538-1586","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-23 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-23 cape","http://oldschoolrunescape.wikia.com/wiki/Team-23_cape"
"1536190538-1496","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fire max cape","1","1","1","1","1","11","11","11","11","11","4","0","0","2","Fire max cape","http://oldschoolrunescape.wikia.com/wiki/Fire_max_cape"
"1536190538-1466","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Attack cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Attack cape","http://oldschoolrunescape.wikia.com/wiki/Attack_cape"
"1536190538-1589","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-26 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-26 cape","http://oldschoolrunescape.wikia.com/wiki/Team-26_cape"
"1536190538-1534","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Imbued zamorak cape","0","0","0","15","0","3","3","3","15","0","0","0","2","0","Imbued zamorak cape","http://oldschoolrunescape.wikia.com/wiki/Imbued_zamorak_cape"
"1536190538-1606","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-41 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-41 cape","http://oldschoolrunescape.wikia.com/wiki/Team-41_cape"
"1536190538-1620","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-8 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-8 cape","http://oldschoolrunescape.wikia.com/wiki/Team-8_cape"
"1536190538-1469","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ava's assembler","0","0","0","0","+8","+1","+1","+1","+8","+2","0","+2","0","0","Ava's assembler","http://oldschoolrunescape.wikia.com/wiki/Ava%27s_assembler"
"1536190538-1598","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-34 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-34 cape","http://oldschoolrunescape.wikia.com/wiki/Team-34_cape"
"1536190538-1613","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-48 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-48 cape","http://oldschoolrunescape.wikia.com/wiki/Team-48_cape"
"1536190538-1463","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ardougne max cape","6","0","0","6","0","6","0","0","6","0","0","0","0","6","Ardougne max cape","http://oldschoolrunescape.wikia.com/wiki/Ardougne_max_cape"
"1536190538-1623","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team cape i","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team cape i","http://oldschoolrunescape.wikia.com/wiki/Team_cape_i"
"1536190538-1549","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Orange cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Orange cape","http://oldschoolrunescape.wikia.com/wiki/Orange_cape"
"1536190538-1624","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team cape x","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team cape x","http://oldschoolrunescape.wikia.com/wiki/Team_cape_x"
"1536190538-1546","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Mythical cape","0","0","6","0","0","8","8","8","8","8","1","0","0","1","Mythical cape","http://oldschoolrunescape.wikia.com/wiki/Mythical_cape"
"1536190538-1567","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Smithing cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Smithing cape","http://oldschoolrunescape.wikia.com/wiki/Smithing_cape"
"1536190538-1633","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Yellow cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Yellow cape","http://oldschoolrunescape.wikia.com/wiki/Yellow_cape"
"1536190538-1571","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Strength cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Strength cape","http://oldschoolrunescape.wikia.com/wiki/Strength_cape"
"1536190538-1492","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Eagle cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eagle cape","http://oldschoolrunescape.wikia.com/wiki/Eagle_cape"
"1536190538-1454","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","3rd age cloak","0","0","0","0","0","9","9","9","9","9","0","0","0","5","3rd age cloak","http://oldschoolrunescape.wikia.com/wiki/3rd_age_cloak"
"1536190538-1560","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Saradomin max cape","0","0","0","+10","0","+1","+1","+2","+10","+0","0","0","0","0","Saradomin max cape","http://oldschoolrunescape.wikia.com/wiki/Saradomin_max_cape"
"1536190538-1579","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-17 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-17 cape","http://oldschoolrunescape.wikia.com/wiki/Team-17_cape"
"1536190538-1618","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-6 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-6 cape","http://oldschoolrunescape.wikia.com/wiki/Team-6_cape"
"1536190538-1509","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik teal cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik teal cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_teal_cloak"
"1536190538-1628","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Xeric's champion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Xeric's champion","http://oldschoolrunescape.wikia.com/wiki/Xeric%27s_champion"
"1536190538-1497","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Firemaking cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Firemaking cape","http://oldschoolrunescape.wikia.com/wiki/Firemaking_cape"
"1536190538-1521","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Green cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Green cape","http://oldschoolrunescape.wikia.com/wiki/Green_cape"
"1536190538-1494","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Farming cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Farming cape","http://oldschoolrunescape.wikia.com/wiki/Farming_cape"
"1536190538-1460","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ardougne cloak 2","4","0","0","4","0","4","0","0","4","0","0","0","0","4","Ardougne cloak 2","http://oldschoolrunescape.wikia.com/wiki/Ardougne_cloak_2"
"1536190538-1514","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1510","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik yellow cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik yellow cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_yellow_cloak"
"1536190538-1572","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-10 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-10 cape","http://oldschoolrunescape.wikia.com/wiki/Team-10_cape"
"1536190538-1565","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Sinhaza shroud tier 5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sinhaza shroud tier 5","http://oldschoolrunescape.wikia.com/wiki/Sinhaza_shroud_tier_5"
"1536190538-1474","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Bonesack","0","0","0","0","0","+4","+4","+4","+4","+4","0","0","0","0","Bonesack","http://oldschoolrunescape.wikia.com/wiki/Bonesack"
"1536190538-1544","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Mourner cloak","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mourner cloak","http://oldschoolrunescape.wikia.com/wiki/Mourner_cloak"
"1536190538-1573","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-11 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-11 cape","http://oldschoolrunescape.wikia.com/wiki/Team-11_cape"
"1536190538-1500","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik black cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik black cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_black_cloak"
"1536190538-1491","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Diving apparatus (2017 Hallowe'en event)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Diving apparatus (2017 Hallowe'en event)","http://oldschoolrunescape.wikia.com/wiki/Diving_apparatus_(2017_Hallowe%27en_event)"
"1536190538-1558","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Saradomin cape","0","0","0","10","0","1","1","2","10","0","0","0","0","0","Saradomin cape","http://oldschoolrunescape.wikia.com/wiki/Saradomin_cape"
"1536190538-1536","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Infernal cape","4","4","4","1","1","12","12","12","12","12","8","0","0","2","Infernal cape","http://oldschoolrunescape.wikia.com/wiki/Infernal_cape"
"1536190538-1587","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-24 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-24 cape","http://oldschoolrunescape.wikia.com/wiki/Team-24_cape"
"1536190538-1625","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team cape zero","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team cape zero","http://oldschoolrunescape.wikia.com/wiki/Team_cape_zero"
"1536190538-1506","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik pink cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik pink cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_pink_cloak"
"1536190538-1473","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Blue cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Blue cape","http://oldschoolrunescape.wikia.com/wiki/Blue_cape"
"1536190538-1537","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Infernal max cape","4","4","4","1","1","12","12","12","12","12","8","0","0","2","Infernal max cape","http://oldschoolrunescape.wikia.com/wiki/Infernal_max_cape"
"1536190538-1487","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Decorative range quiver","0","0","0","0","0","+4","+4","+4","+4","+4","0","0","0","0","Decorative range quiver","http://oldschoolrunescape.wikia.com/wiki/Decorative_range_quiver"
"1536190538-1503","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik cyan cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik cyan cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_cyan_cloak"
"1536190538-1477","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Cape of legends","0","0","0","0","0","+7","+7","+7","+7","+7","0","0","0","0","Cape of legends","http://oldschoolrunescape.wikia.com/wiki/Cape_of_legends"
"1536190538-1501","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik blue cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik blue cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_blue_cloak"
"1536190538-1516","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1533","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Imbued saradomin max cape","0","0","0","15","0","3","3","3","15","0","0","0","2","0","Imbued saradomin max cape","http://oldschoolrunescape.wikia.com/wiki/Imbued_saradomin_max_cape"
"1536190538-1627","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Woodcutting cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Woodcutting cape","http://oldschoolrunescape.wikia.com/wiki/Woodcutting_cape"
"1536190538-1594","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-30 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-30 cape","http://oldschoolrunescape.wikia.com/wiki/Team-30_cape"
"1536190538-1467","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Attacker icon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Attacker icon","http://oldschoolrunescape.wikia.com/wiki/Attacker_icon"
"1536190538-1610","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-45 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-45 cape","http://oldschoolrunescape.wikia.com/wiki/Team-45_cape"
"1536190538-1599","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-35 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-35 cape","http://oldschoolrunescape.wikia.com/wiki/Team-35_cape"
"1536190538-1590","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-27 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-27 cape","http://oldschoolrunescape.wikia.com/wiki/Team-27_cape"
"1536190538-1490","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Diving apparatus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Diving apparatus","http://oldschoolrunescape.wikia.com/wiki/Diving_apparatus"
"1536190538-1475","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Cabbage cape","0","0","0","0","0","0","1","1","0","2","0","0","0","0","Cabbage cape","http://oldschoolrunescape.wikia.com/wiki/Cabbage_cape"
"1536190538-1604","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-3 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-3 cape","http://oldschoolrunescape.wikia.com/wiki/Team-3_cape"
"1536190538-1602","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-38 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-38 cape","http://oldschoolrunescape.wikia.com/wiki/Team-38_cape"
"1536190538-1576","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-14 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-14 cape","http://oldschoolrunescape.wikia.com/wiki/Team-14_cape"
"1536190538-1530","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Imbued guthix cape","0","0","0","15","0","3","3","3","15","0","0","0","2","0","Imbued guthix cape","http://oldschoolrunescape.wikia.com/wiki/Imbued_guthix_cape"
"1536190538-1588","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-25 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-25 cape","http://oldschoolrunescape.wikia.com/wiki/Team-25_cape"
"1536190538-1470","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ava's attractor","0","0","0","0","+2","0","0","0","+2","0","0","0","0","0","Ava's attractor","http://oldschoolrunescape.wikia.com/wiki/Ava%27s_attractor"
"1536190538-1515","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1479","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Castlewars cloak (Zamorak)","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Castlewars cloak (Zamorak)","http://oldschoolrunescape.wikia.com/wiki/Castlewars_cloak_(Zamorak)"
"1536190538-1609","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-44 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-44 cape","http://oldschoolrunescape.wikia.com/wiki/Team-44_cape"
"1536190538-1615","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-4 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-4 cape","http://oldschoolrunescape.wikia.com/wiki/Team-4_cape"
"1536190538-1520","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Grain (Recruitment Drive)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grain (Recruitment Drive)","http://oldschoolrunescape.wikia.com/wiki/Grain_(Recruitment_Drive)"
"1536190538-1626","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Thieving cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Thieving cape","http://oldschoolrunescape.wikia.com/wiki/Thieving_cape"
"1536190538-1478","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Castlewars cloak (Saradomin)","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Castlewars cloak (Saradomin)","http://oldschoolrunescape.wikia.com/wiki/Castlewars_cloak_(Saradomin)"
"1536190538-1484","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Cooking cape","+0","+0","+0","+0","+0","+9","+9","+9","+9","+9","+0","0","0","0 (+4 trimmed)","Cooking cape","http://oldschoolrunescape.wikia.com/wiki/Cooking_cape"
"1536190538-1538","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Lunar cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Lunar cape","http://oldschoolrunescape.wikia.com/wiki/Lunar_cape"
"1536190538-1513","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1529","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Hunter cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Hunter cape","http://oldschoolrunescape.wikia.com/wiki/Hunter_cape"
"1536190538-1550","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Pink cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Pink cape","http://oldschoolrunescape.wikia.com/wiki/Pink_cape"
"1536190538-1616","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-50 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-50 cape","http://oldschoolrunescape.wikia.com/wiki/Team-50_cape"
"1536190538-1488","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Defence cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Defence cape","http://oldschoolrunescape.wikia.com/wiki/Defence_cape"
"1536190538-1585","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-22 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-22 cape","http://oldschoolrunescape.wikia.com/wiki/Team-22_cape"
"1536190538-1557","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Sack of presents","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sack of presents","http://oldschoolrunescape.wikia.com/wiki/Sack_of_presents"
"1536190538-1578","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-16 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-16 cape","http://oldschoolrunescape.wikia.com/wiki/Team-16_cape"
"1536190538-1504","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik green cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik green cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_green_cloak"
"1536190538-1551","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Prayer cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Prayer cape","http://oldschoolrunescape.wikia.com/wiki/Prayer_cape"
"1536190538-1591","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-28 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-28 cape","http://oldschoolrunescape.wikia.com/wiki/Team-28_cape"
"1536190538-1568","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Snow imp costume tail","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Snow imp costume tail","http://oldschoolrunescape.wikia.com/wiki/Snow_imp_costume_tail"
"1536190538-1495","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fire cape","1","1","1","1","1","11","11","11","11","11","4","0","0","2","Fire cape","http://oldschoolrunescape.wikia.com/wiki/Fire_cape"
"1536190538-1600","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-36 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-36 cape","http://oldschoolrunescape.wikia.com/wiki/Team-36_cape"
