web-scraper-order,web-scraper-start-url,Name,Stab Attack,Slash Attack,Crush Attack,Magic Attack,Ranged Attack,Stab Defence,Slash Defence,Crush Defence,Magic Defence,Ranged Defence,Stength,Ranged Stength,Magic Damage,Prayer,Wiki Link,Wiki Link-href
"1536190265-1048","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune helm (h3)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune helm (h3)","http://oldschoolrunescape.wikia.com/wiki/Rune_helm_(h3)"
"1536190265-952","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Mind helmet","0","0","0","0","0","0","0","0","+6","0","0","0","0","0","Mind helmet","http://oldschoolrunescape.wikia.com/wiki/Mind_helmet"
"1536190265-654","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","A powdered wig","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A powdered wig","http://oldschoolrunescape.wikia.com/wiki/A_powdered_wig"
"1536190265-1110","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Fairy)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Fairy)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Fairy)"
"1536190265-1161","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","White partyhat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","White partyhat","http://oldschoolrunescape.wikia.com/wiki/White_partyhat"
"1536190265-682","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Afro","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Afro","http://oldschoolrunescape.wikia.com/wiki/Afro"
"1536190265-827","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Fancy tiara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fancy tiara","http://oldschoolrunescape.wikia.com/wiki/Fancy_tiara"
"1536190265-786","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Chicken head","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chicken head","http://oldschoolrunescape.wikia.com/wiki/Chicken_head"
"1536190265-863","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Graceful hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful hood","http://oldschoolrunescape.wikia.com/wiki/Graceful_hood"
"1536190265-836","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Fire tiara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fire tiara","http://oldschoolrunescape.wikia.com/wiki/Fire_tiara"
"1536190265-771","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Brown tricorn hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Brown tricorn hat","http://oldschoolrunescape.wikia.com/wiki/Brown_tricorn_hat"
"1536190265-858","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Graahk headdress","0","0","0","0","-1","+4","+5","+3","0","+4","0","0","0","0","Graahk headdress","http://oldschoolrunescape.wikia.com/wiki/Graahk_headdress"
"1536190265-729","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black helm (h3)","0","0","0","-6","-2","+12","+13","+10","-1","+12","0","0","0","0","Black helm (h3)","http://oldschoolrunescape.wikia.com/wiki/Black_helm_(h3)"
"1536190265-733","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black mask","+0","+0","+0","-3","-1","+9","+10","+8","-1","+9","+0","0","0","+0","Black mask","http://oldschoolrunescape.wikia.com/wiki/Black_mask"
"1536190265-821","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Evil chicken head","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Evil chicken head","http://oldschoolrunescape.wikia.com/wiki/Evil_chicken_head"
"1536190265-971","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Mystic hat (blue)","0","0","0","4","0","0","0","0","4","0","0","0","0","0","Mystic hat (blue)","http://oldschoolrunescape.wikia.com/wiki/Mystic_hat_(blue)"
"1536190265-1072","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Santa hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Santa hat","http://oldschoolrunescape.wikia.com/wiki/Santa_hat"
"1536190265-1099","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Spiny helmet","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Spiny helmet","http://oldschoolrunescape.wikia.com/wiki/Spiny_helmet"
"1536190265-946","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Marksman hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Marksman hat","http://oldschoolrunescape.wikia.com/wiki/Marksman_hat"
"1536190265-861","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Graceful hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful hood","http://oldschoolrunescape.wikia.com/wiki/Graceful_hood"
"1536190265-715","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Berserker helm","0","0","0","-5","-5","+31","+29","+33","0","+30","+3","0","0","0","Berserker helm","http://oldschoolrunescape.wikia.com/wiki/Berserker_helm"
"1536190265-980","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ochre snelm (round)","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Ochre snelm (round)","http://oldschoolrunescape.wikia.com/wiki/Ochre_snelm_(round)"
"1536190265-972","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Mystic hat (dark)","0","0","0","4","0","0","0","0","4","0","0","0","0","0","Mystic hat (dark)","http://oldschoolrunescape.wikia.com/wiki/Mystic_hat_(dark)"
"1536190265-1122","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel med helm","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Steel med helm","http://oldschoolrunescape.wikia.com/wiki/Steel_med_helm"
"1536190265-884","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Guthix full helm","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","+1","Guthix full helm","http://oldschoolrunescape.wikia.com/wiki/Guthix_full_helm"
"1536190265-687","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ancient coif","0","0","0","-1","+7","+4","+7","+10","+4","+8","0","0","0","+1","Ancient coif","http://oldschoolrunescape.wikia.com/wiki/Ancient_coif"
"1536190265-1158","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","White full helm","0","0","0","-6","-2","+12","+13","+10","-1","+12","0","0","0","+1","White full helm","http://oldschoolrunescape.wikia.com/wiki/White_full_helm"
"1536190265-734","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black mask (i)","0","0","0","0","0","+9","+10","+8","-1","+9","0","0","0","0","Black mask (i)","http://oldschoolrunescape.wikia.com/wiki/Black_mask_(i)"
"1536190265-779","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Cap and goggles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cap and goggles","http://oldschoolrunescape.wikia.com/wiki/Cap_and_goggles"
"1536190265-696","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Armadyl coif","0","0","0","-1","+7","+4","+7","+10","+4","+8","0","0","0","+1","Armadyl coif","http://oldschoolrunescape.wikia.com/wiki/Armadyl_coif"
"1536190265-1153","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Water tiara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Water tiara","http://oldschoolrunescape.wikia.com/wiki/Water_tiara"
"1536190265-1002","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Pirate bandana (red)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pirate bandana (red)","http://oldschoolrunescape.wikia.com/wiki/Pirate_bandana_(red)"
"1536190265-1069","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Runner hat","0","0","0","0","0","+30","+32","+27","+1","+30","0","0","0","0","Runner hat","http://oldschoolrunescape.wikia.com/wiki/Runner_hat"
"1536190265-787","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Coif","0","0","0","-1","+2","+4","+6","+8","+4","+4","0","0","0","0","Coif","http://oldschoolrunescape.wikia.com/wiki/Coif"
"1536190265-1052","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune heraldic helm (Asgarnia)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune heraldic helm (Asgarnia)","http://oldschoolrunescape.wikia.com/wiki/Rune_heraldic_helm_(Asgarnia)"
"1536190265-1078","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Saradomin mitre","0","0","0","+4","0","0","0","0","+4","0","0","0","0","+5","Saradomin mitre","http://oldschoolrunescape.wikia.com/wiki/Saradomin_mitre"
"1536190265-813","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Druidic wreath","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Druidic wreath","http://oldschoolrunescape.wikia.com/wiki/Druidic_wreath"
"1536190265-671","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant heraldic helm (HAM)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant heraldic helm (HAM)","http://oldschoolrunescape.wikia.com/wiki/Adamant_heraldic_helm_(HAM)"
"1536190265-1059","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune heraldic helm (Jogre)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune heraldic helm (Jogre)","http://oldschoolrunescape.wikia.com/wiki/Rune_heraldic_helm_(Jogre)"
"1536190265-690","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Angler hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Angler hat","http://oldschoolrunescape.wikia.com/wiki/Angler_hat"
"1536190265-1106","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Arrav)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Arrav)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Arrav)"
"1536190265-697","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Armadyl full helm","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","+1","Armadyl full helm","http://oldschoolrunescape.wikia.com/wiki/Armadyl_full_helm"
"1536190265-1043","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune full helm","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune full helm","http://oldschoolrunescape.wikia.com/wiki/Rune_full_helm"
"1536190265-1062","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune heraldic helm (Money)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune heraldic helm (Money)","http://oldschoolrunescape.wikia.com/wiki/Rune_heraldic_helm_(Money)"
"1536190265-936","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Left eye patch","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Left eye patch","http://oldschoolrunescape.wikia.com/wiki/Left_eye_patch"
"1536190265-978","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Obsidian helmet","0","0","0","0","0","25","23","26","0","24","3","0","0","0","Obsidian helmet","http://oldschoolrunescape.wikia.com/wiki/Obsidian_helmet"
"1536190265-1082","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Shayzien helm (1)","0","0","0","-5","-2","+3","+5","+4","-1","+5","0","0","0","0","Shayzien helm (1)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_helm_(1)"
"1536190265-1016","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Purple slayer helmet (i)","0","0","0","+3","+3","+30","+32","+27","+10","+30","0","0","0","0","Purple slayer helmet (i)","http://oldschoolrunescape.wikia.com/wiki/Purple_slayer_helmet_(i)"
"1536190265-707","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bandos full helm","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","+1","Bandos full helm","http://oldschoolrunescape.wikia.com/wiki/Bandos_full_helm"
"1536190265-759","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Body tiara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Body tiara","http://oldschoolrunescape.wikia.com/wiki/Body_tiara"
"1536190265-1049","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune helm (h4)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune helm (h4)","http://oldschoolrunescape.wikia.com/wiki/Rune_helm_(h4)"
"1536190265-723","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black full helm (g)","0","0","0","-6","-2","+12","+13","+10","-1","+12","0","0","0","0","Black full helm (g)","http://oldschoolrunescape.wikia.com/wiki/Black_full_helm_(g)"
"1536190265-1032","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Red partyhat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Red partyhat","http://oldschoolrunescape.wikia.com/wiki/Red_partyhat"
"1536190265-945","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Magma helm","0","0","0","-5","-5","+52","+55","+58","0","+50","+3","0","0","0","Magma helm","http://oldschoolrunescape.wikia.com/wiki/Magma_helm"
"1536190265-652","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","3rd age range coif","0","0","0","-2","9","4","7","10","5","8","0","0","0","0","3rd age range coif","http://oldschoolrunescape.wikia.com/wiki/3rd_age_range_coif"
"1536190265-993","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Partyhat & specs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Partyhat & specs","http://oldschoolrunescape.wikia.com/wiki/Partyhat_%26_specs"
"1536190265-1019","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Quest point hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Quest point hood","http://oldschoolrunescape.wikia.com/wiki/Quest_point_hood"
"1536190265-1100","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Splitbark helm","0","0","0","+3","-2","+10","+9","+11","+3","0","0","0","0","0","Splitbark helm","http://oldschoolrunescape.wikia.com/wiki/Splitbark_helm"
"1536190265-944","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Magma helm","0","0","0","-5","-5","0","0","0","0","0","0","0","0","0","Magma helm","http://oldschoolrunescape.wikia.com/wiki/Magma_helm"
"1536190265-677","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant heraldic helm (Saradomin)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant heraldic helm (Saradomin)","http://oldschoolrunescape.wikia.com/wiki/Adamant_heraldic_helm_(Saradomin)"
"1536190265-1151","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Void ranger helm","0","0","0","0","0","+6","+6","+6","+6","+6","0","0","0","0","Void ranger helm","http://oldschoolrunescape.wikia.com/wiki/Void_ranger_helm"
"1536190265-1147","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Villager hat (pink)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Villager hat (pink)","http://oldschoolrunescape.wikia.com/wiki/Villager_hat_(pink)"
"1536190265-655","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Accumulator max hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Accumulator max hood","http://oldschoolrunescape.wikia.com/wiki/Accumulator_max_hood"
"1536190265-1033","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Red slayer helmet","0","0","0","+3","+3","+30","+32","+27","+10","+30","0","0","0","0","Red slayer helmet","http://oldschoolrunescape.wikia.com/wiki/Red_slayer_helmet"
"1536190265-963","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Moonclan helm","0","0","0","+3","-5","+3","+3","+3","+3","-5","0","0","0","0","Moonclan helm","http://oldschoolrunescape.wikia.com/wiki/Moonclan_helm"
"1536190265-1144","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Verac's helm","0","0","0","-6","-2","+55","+58","+54","0","+56","0","0","0","+3","Verac's helm","http://oldschoolrunescape.wikia.com/wiki/Verac%27s_helm"
"1536190265-851","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Gnome child hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gnome child hat","http://oldschoolrunescape.wikia.com/wiki/Gnome_child_hat"
"1536190265-864","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Graceful hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful hood","http://oldschoolrunescape.wikia.com/wiki/Graceful_hood"
"1536190265-745","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Blood'n'tar snelm (pointed)","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Blood'n'tar snelm (pointed)","http://oldschoolrunescape.wikia.com/wiki/Blood%27n%27tar_snelm_(pointed)"
"1536190265-1015","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Purple slayer helmet","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Purple slayer helmet","http://oldschoolrunescape.wikia.com/wiki/Purple_slayer_helmet"
"1536190265-1085","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Shayzien helm (4)","0","0","0","-6","-2","+8","+12","+10","-2","+11","0","0","0","0","Shayzien helm (4)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_helm_(4)"
"1536190265-819","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Elemental helmet","0","0","0","0","0","0","0","0","4","0","0","0","0","0","Elemental helmet","http://oldschoolrunescape.wikia.com/wiki/Elemental_helmet"
"1536190265-815","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Earmuffs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Earmuffs","http://oldschoolrunescape.wikia.com/wiki/Earmuffs"
"1536190265-895","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Helm of raedwald","0","0","0","-6","-2","+6","+7","+5","-1","+6","0","0","0","0","Helm of raedwald","http://oldschoolrunescape.wikia.com/wiki/Helm_of_raedwald"
"1536190265-762","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bowman hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bowman hat","http://oldschoolrunescape.wikia.com/wiki/Bowman_hat"
"1536190265-1081","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Shaman mask","0","0","0","-6","-2","+6","+7","+5","-1","+6","0","0","0","0","Shaman mask","http://oldschoolrunescape.wikia.com/wiki/Shaman_mask"
"1536190265-1014","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Purple partyhat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Purple partyhat","http://oldschoolrunescape.wikia.com/wiki/Purple_partyhat"
"1536190265-1095","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Smithing hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Smithing hood","http://oldschoolrunescape.wikia.com/wiki/Smithing_hood"
"1536190265-1131","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Top hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Top hat","http://oldschoolrunescape.wikia.com/wiki/Top_hat"
"1536190265-872","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Green halloween mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Green halloween mask","http://oldschoolrunescape.wikia.com/wiki/Green_halloween_mask"
"1536190265-1042","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Royal crown","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Royal crown","http://oldschoolrunescape.wikia.com/wiki/Royal_crown"
"1536190265-780","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Castlewars hood (Saradomin)","0","0","0","0","0","0","+1","+2","0","+1","0","0","0","0","Castlewars hood (Saradomin)","http://oldschoolrunescape.wikia.com/wiki/Castlewars_hood_(Saradomin)"
"1536190265-882","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Guthan's helm","0","0","0","-6","-2","+55","+58","+54","-1","+62","0","0","0","0","Guthan's helm","http://oldschoolrunescape.wikia.com/wiki/Guthan%27s_helm"
"1536190265-1125","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Tanzanite helm","0","0","0","-5","-5","0","0","0","0","0","0","0","0","0","Tanzanite helm","http://oldschoolrunescape.wikia.com/wiki/Tanzanite_helm"
"1536190265-950","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Menaphite red hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Menaphite red hat","http://oldschoolrunescape.wikia.com/wiki/Menaphite_red_hat"
"1536190265-837","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Firemaking hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Firemaking hood","http://oldschoolrunescape.wikia.com/wiki/Firemaking_hood"
"1536190265-1160","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","White med helm","0","0","0","-3","-1","+9","+10","+8","-1","+9","0","0","0","+1","White med helm","http://oldschoolrunescape.wikia.com/wiki/White_med_helm"
"1536190265-743","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black wizard hat (t)","0","0","0","+2","0","0","0","0","+2","0","0","0","0","0","Black wizard hat (t)","http://oldschoolrunescape.wikia.com/wiki/Black_wizard_hat_(t)"
"1536190265-1109","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Dragon)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Dragon)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Dragon)"
"1536190265-997","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Pink headband","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pink headband","http://oldschoolrunescape.wikia.com/wiki/Pink_headband"
"1536190265-841","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Fletching hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fletching hood","http://oldschoolrunescape.wikia.com/wiki/Fletching_hood"
"1536190265-784","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Chaos tiara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chaos tiara","http://oldschoolrunescape.wikia.com/wiki/Chaos_tiara"
